,date,cum_confirmed,cum_deceased,cum_persons_vaccinated,current_hospitalized_patients,population,location,cum_recovered
406,2021-04-28,225159.0,4113.0,232301.0,1784.0,2148271,paris,17808.0
407,2021-04-29,226056.0,4130.0,238361.0,1785.0,2148271,paris,17891.0
408,2021-04-30,227025.0,4146.0,244351.0,1755.0,2148271,paris,17980.0
409,2021-05-01,227313.0,4168.0,245722.0,1731.0,2148271,paris,18087.0
410,2021-05-02,227634.0,4178.0,246650.0,1745.0,2148271,paris,18133.0
411,2021-05-03,228825.0,4196.0,254584.0,1714.0,2148271,paris,18221.0
412,2021-05-04,229757.0,4210.0,261621.0,1695.0,2148271,paris,18321.0
413,2021-05-05,230655.0,4226.0,268320.0,1648.0,2148271,paris,18426.0
414,2021-05-06,231588.0,4230.0,276130.0,1633.0,2148271,paris,18493.0
415,2021-05-07,232433.0,4245.0,284632.0,1591.0,2148271,paris,18585.0
416,2021-05-08,232759.0,4264.0,288025.0,1503.0,2148271,paris,18692.0
417,2021-05-09,233039.0,4268.0,290258.0,1512.0,2148271,paris,18718.0
418,2021-05-10,234123.0,4284.0,296996.0,1500.0,2148271,paris,18769.0
419,2021-05-11,234932.0,4303.0,305146.0,1458.0,2148271,paris,18871.0
420,2021-05-12,235726.0,4315.0,312651.0,1402.0,2148271,paris,18970.0
421,2021-05-13,235986.0,4324.0,315226.0,1345.0,2148271,paris,19048.0
422,2021-05-14,236675.0,4336.0,320481.0,1318.0,2148271,paris,19087.0
423,2021-05-15,237061.0,4345.0,323532.0,1309.0,2148271,paris,19127.0
424,2021-05-16,237264.0,4350.0,324554.0,1296.0,2148271,paris,19155.0
425,2021-05-17,238069.0,4356.0,329304.0,1309.0,2148271,paris,19183.0
426,2021-05-18,238718.0,4363.0,334601.0,1262.0,2148271,paris,19271.0
427,2021-05-19,239293.0,4372.0,341112.0,1210.0,2148271,paris,19345.0
428,2021-05-20,239850.0,4381.0,348115.0,1169.0,2148271,paris,19398.0
429,2021-05-21,240375.0,4387.0,354353.0,1160.0,2148271,paris,19447.0
430,2021-05-22,240685.0,4390.0,357661.0,1141.0,2148271,paris,19489.0
431,2021-05-23,240807.0,4394.0,358979.0,1129.0,2148271,paris,19512.0
432,2021-05-24,241094.0,4396.0,361558.0,1126.0,2148271,paris,19534.0
433,2021-05-25,241639.0,4400.0,369168.0,1101.0,2148271,paris,19589.0
434,2021-05-26,242107.0,4411.0,376651.0,1053.0,2148271,paris,19667.0
435,2021-05-27,242562.0,4422.0,385423.0,1021.0,2148271,paris,19712.0
436,2021-05-28,243015.0,4429.0,395369.0,991.0,2148271,paris,19747.0
437,2021-05-29,243267.0,4436.0,400917.0,967.0,2148271,paris,19779.0
438,2021-05-30,243369.0,4438.0,402949.0,952.0,2148271,paris,19798.0
439,2021-05-31,243743.0,4452.0,411912.0,919.0,2148271,paris,19861.0
440,2021-06-01,244045.0,4455.0,422948.0,889.0,2148271,paris,19900.0
441,2021-06-02,244362.0,4462.0,432609.0,834.0,2148271,paris,19966.0
442,2021-06-03,244628.0,4466.0,443661.0,794.0,2148271,paris,20021.0
443,2021-06-04,244877.0,4468.0,455948.0,789.0,2148271,paris,20051.0
444,2021-06-05,245035.0,4469.0,465503.0,780.0,2148271,paris,20061.0
445,2021-06-06,245111.0,4471.0,468625.0,772.0,2148271,paris,20075.0
446,2021-06-07,245410.0,4475.0,479921.0,742.0,2148271,paris,20112.0
447,2021-06-08,245610.0,4480.0,493243.0,709.0,2148271,paris,20157.0
448,2021-06-09,245823.0,4486.0,506564.0,680.0,2148271,paris,20198.0
449,2021-06-10,245980.0,4492.0,523621.0,608.0,2148271,paris,20277.0
450,2021-06-11,246157.0,4493.0,538782.0,594.0,2148271,paris,20298.0
451,2021-06-12,246253.0,4494.0,548181.0,586.0,2148271,paris,20311.0
452,2021-06-13,246296.0,4494.0,552034.0,588.0,2148271,paris,20312.0
453,2021-06-14,246465.0,4501.0,567065.0,579.0,2148271,paris,20337.0
454,2021-06-15,246611.0,4513.0,584146.0,542.0,2148271,paris,20380.0
455,2021-06-16,246755.0,4516.0,600094.0,512.0,2148271,paris,20414.0
456,2021-06-17,246873.0,4520.0,616829.0,495.0,2148271,paris,20448.0
457,2021-06-18,246976.0,4522.0,637066.0,488.0,2148271,paris,20467.0
458,2021-06-19,247040.0,4523.0,649409.0,472.0,2148271,paris,20482.0
459,2021-06-20,247070.0,4524.0,655547.0,471.0,2148271,paris,20486.0
460,2021-06-21,247173.0,4528.0,672101.0,466.0,2148271,paris,20493.0
461,2021-06-22,247262.0,4532.0,693297.0,439.0,2148271,paris,20517.0
462,2021-06-23,247370.0,4535.0,713488.0,419.0,2148271,paris,20541.0
463,2021-06-24,247455.0,4537.0,733698.0,404.0,2148271,paris,20568.0
464,2021-06-25,247556.0,4538.0,756616.0,385.0,2148271,paris,20593.0
465,2021-06-26,247645.0,4538.0,772966.0,376.0,2148271,paris,20603.0
466,2021-06-27,247709.0,4538.0,780333.0,380.0,2148271,paris,20603.0
467,2021-06-28,247889.0,4544.0,800564.0,379.0,2148271,paris,20614.0
468,2021-06-29,248037.0,4545.0,823602.0,368.0,2148271,paris,20626.0
469,2021-06-30,248239.0,4546.0,845690.0,341.0,2148271,paris,20664.0
470,2021-07-01,248421.0,4549.0,867356.0,332.0,2148271,paris,20676.0
471,2021-07-02,248651.0,4549.0,889762.0,323.0,2148271,paris,20687.0
472,2021-07-03,248840.0,4553.0,908038.0,309.0,2148271,paris,20698.0
473,2021-07-04,248969.0,4553.0,916955.0,309.0,2148271,paris,20698.0
474,2021-07-05,249269.0,4553.0,936735.0,303.0,2148271,paris,20707.0
475,2021-07-06,249555.0,4555.0,958220.0,295.0,2148271,paris,20722.0
476,2021-07-07,249910.0,4557.0,978967.0,296.0,2148271,paris,20728.0
477,2021-07-08,250221.0,4560.0,999524.0,291.0,2148271,paris,20731.0
478,2021-07-09,250525.0,4561.0,1020805.0,284.0,2148271,paris,20759.0
479,2021-07-10,250765.0,4561.0,1037222.0,277.0,2148271,paris,20767.0
480,2021-07-11,250897.0,4561.0,1045249.0,276.0,2148271,paris,20768.0
481,2021-07-12,251384.0,4563.0,1065814.0,271.0,2148271,paris,20778.0
482,2021-07-13,251821.0,4563.0,1087444.0,287.0,2148271,paris,20786.0
483,2021-07-14,252042.0,4563.0,1095878.0,284.0,2148271,paris,20791.0
484,2021-07-15,252735.0,4563.0,1117648.0,277.0,2148271,paris,20801.0
485,2021-07-16,253316.0,4565.0,1136903.0,278.0,2148271,paris,20815.0
486,2021-07-17,253803.0,4565.0,1151321.0,276.0,2148271,paris,20820.0
487,2021-07-18,254054.0,4565.0,1157764.0,276.0,2148271,paris,20820.0
488,2021-07-19,254967.0,4566.0,1176112.0,290.0,2148271,paris,20827.0
489,2021-07-20,255936.0,4570.0,1194973.0,283.0,2148271,paris,20849.0
490,2021-07-21,256935.0,4570.0,1212085.0,277.0,2148271,paris,20868.0
491,2021-07-22,257749.0,4573.0,1228595.0,262.0,2148271,paris,20893.0
492,2021-07-23,258607.0,4573.0,1244019.0,254.0,2148271,paris,20907.0
493,2021-07-24,259209.0,4576.0,1255110.0,248.0,2148271,paris,20913.0
494,2021-07-25,259513.0,4576.0,1259061.0,249.0,2148271,paris,20913.0
495,2021-07-26,260530.0,4582.0,1272324.0,241.0,2148271,paris,20927.0
496,2021-07-27,261297.0,4583.0,1285016.0,263.0,2148271,paris,20941.0
497,2021-07-28,262070.0,4586.0,1296790.0,266.0,2148271,paris,20957.0
498,2021-07-29,262769.0,4587.0,1308440.0,272.0,2148271,paris,20964.0
499,2021-07-30,263488.0,4590.0,1319638.0,271.0,2148271,paris,20985.0
500,2021-07-31,264020.0,4590.0,1327182.0,272.0,2148271,paris,20992.0
501,2021-08-01,264268.0,4591.0,1329640.0,280.0,2148271,paris,20997.0
502,2021-08-02,265089.0,4593.0,1338927.0,284.0,2148271,paris,21016.0
503,2021-08-03,265741.0,4596.0,1347639.0,289.0,2148271,paris,21036.0
504,2021-08-04,266442.0,4599.0,1355163.0,296.0,2148271,paris,21050.0
505,2021-08-05,267098.0,4602.0,1362807.0,289.0,2148271,paris,21074.0
506,2021-08-06,267755.0,4605.0,1370747.0,278.0,2148271,paris,21115.0
507,2021-08-07,268221.0,4607.0,1376018.0,273.0,2148271,paris,21124.0
508,2021-08-08,268458.0,4610.0,1378257.0,278.0,2148271,paris,21128.0
509,2021-08-09,269186.0,4614.0,1386705.0,285.0,2148271,paris,21150.0
510,2021-08-10,269825.0,4617.0,1395341.0,284.0,2148271,paris,21167.0
511,2021-08-11,270446.0,4620.0,1403040.0,279.0,2148271,paris,21189.0
512,2021-08-12,271052.0,4620.0,1411012.0,289.0,2148271,paris,21198.0
